gradyear,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,dance,band,marching,music,rock,hair,dress,blonde,clusters,cluster
2008,28,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1
2009,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,35,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
2006,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2006,5,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
2008,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,21,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,5,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
2008,20,4,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
2007,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,43,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,24,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
2007,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0
2009,164,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0
2009,47,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2007,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,172,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007,52,1,1,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2007,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
2006,13,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2007,76,0,5,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
2009,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2006,67,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2006,37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2009,0,0,1,0,1,0,1,0,0,2,0,0,8,3,2,0,0,0,0,1,1
2006,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,70,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1
2009,48,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,0,0,1,1
2008,34,1,3,0,1,1,0,0,0,0,0,1,2,0,1,2,1,5,0,1,1
2008,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2008,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,69,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2009,22,2,1,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,1
2006,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2008,45,1,1,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1
2008,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2007,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
2008,3,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,1,0,0,0,0
2009,48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2006,37,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2008,34,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2006,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,145,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
2009,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2009,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2008,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,48,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,1,1
2009,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2008,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,29,1,1,2,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1
2006,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,20,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2009,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,32,2,0,0,0,0,1,0,1,0,2,0,0,0,3,7,2,2,0,1,1
2006,34,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0,0,0,0,0
2006,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
2006,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,2,0,0,0,0,0,1,1,0,0,0,7,0,0,1,0,2,1,0,1,1
2006,26,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
2006,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0
2009,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2009,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2009,102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2007,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,66,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0
2007,95,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
2008,101,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,4,0,0,0,0
2007,0,1,0,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
2009,2,0,0,0,0,1,0,0,0,6,0,4,0,0,0,0,0,1,0,1,1
2009,46,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2008,18,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2009,42,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
2007,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,12,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2006,6,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
2006,61,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,17,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,52,2,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0
2008,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2009,96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,155,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2009,90,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2007,97,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,77,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
2006,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,6,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
2008,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,6,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
2009,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,65,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
2008,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0
2006,3,0,0,1,2,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0
2009,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2009,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
2006,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,27,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
2007,76,0,0,0,0,0,0,0,0,0,0,0,5,0,6,2,6,0,0,1,1
2008,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2009,99,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,61,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2007,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2006,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,22,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2009,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,220,2,2,2,0,0,1,2,2,0,1,0,1,1,3,5,1,0,4,1,1
2009,42,0,0,0,0,0,12,0,0,0,0,1,1,0,1,0,0,0,0,1,1
2007,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2008,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,15,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,3,0,0,0,0
2007,39,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2007,24,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0
2009,59,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0
2006,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
2006,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,51,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,80,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2006,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2007,65,0,0,0,2,0,0,0,1,0,0,1,1,0,1,2,2,0,0,1,1
2008,39,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2008,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,16,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,0,0,0
2008,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,29,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,1
2008,7,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2009,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2007,46,0,1,0,0,0,1,0,0,0,1,1,2,2,1,0,1,0,0,1,1
2007,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
2006,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,4,0,0,0,3,0,0,0,0,1,0,5,0,4,1,1
2006,61,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,12,2,0,0,0,0,0,0,1,2,0,0,2,0,1,1,1,0,0,1,1
2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2006,124,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2006,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
2009,41,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,1,1
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2008,71,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1
2006,142,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2007,5,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2009,15,2,2,2,0,0,1,2,1,0,0,3,0,0,1,5,3,0,5,1,1
2008,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,1,1,1
2009,120,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2006,6,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0
2007,37,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2008,39,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0
2008,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,60,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0
2009,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2009,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
2009,72,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2006,34,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,29,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,91,0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,0,0,0,1,1
2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,18,1,0,1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2007,14,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2006,59,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0
2008,14,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2006,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,31,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2009,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,15,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2006,7,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0
2006,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
2007,36,0,0,0,3,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,1
2007,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,7,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
2006,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,28,1,0,1,0,1,7,0,2,0,0,3,0,0,1,1,2,0,0,1,1
2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,82,2,1,3,0,0,0,1,0,0,0,0,1,1,2,0,4,0,0,1,1
2007,3,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,2,0,2,0,0
2009,9,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0
2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,207,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2009,84,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0
2007,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0
2006,52,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0
2008,109,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0
2009,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,28,1,1,1,1,1,1,2,2,1,1,0,0,0,2,2,0,0,0,1,1
2007,89,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
2009,93,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
2008,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,55,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0
2008,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,204,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
2006,30,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2009,9,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0
2006,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0
2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,9,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
2007,66,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0
2009,21,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2008,10,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
2006,64,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
2008,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,51,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
2009,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,29,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0
2009,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,273,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
2007,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2008,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2009,109,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
2009,46,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,70,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,24,1,0,1,0,1,0,0,0,0,1,1,0,0,2,0,3,0,0,1,1
2007,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
